closest_pair,756,0,0
closest_pair,378,0,1
closest_pair,189,0,2
closest_pair,95,0,3
closest_pair,48,0,4
closest_pair,24,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,24,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,47,0,4
closest_pair,24,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,23,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,11,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,5,0,7
closest_pair,3,0,8
closest_pair,2,0,8
closest_pair,94,0,3
closest_pair,47,0,4
closest_pair,24,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,23,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,11,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,5,0,7
closest_pair,3,0,8
closest_pair,2,0,8
closest_pair,47,0,4
closest_pair,24,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,23,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,11,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,5,0,7
closest_pair,3,0,8
closest_pair,2,0,8
closest_pair,189,0,2
closest_pair,95,0,3
closest_pair,48,0,4
closest_pair,24,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,24,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,47,0,4
closest_pair,24,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,23,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,11,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,5,0,7
closest_pair,3,0,8
closest_pair,2,0,8
closest_pair,94,0,3
closest_pair,47,0,4
closest_pair,24,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,23,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,11,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,5,0,7
closest_pair,3,0,8
closest_pair,2,0,8
closest_pair,47,0,4
closest_pair,24,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,23,0,5
closest_pair,12,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,11,0,6
closest_pair,6,0,7
closest_pair,3,0,8
closest_pair,3,0,8
closest_pair,5,0,7
closest_pair,3,0,8
closest_pair,2,0,8
closest_pair,378,0,1
closest_pair,189,0,2
closest_pair,95,0,3
closest_pair,48,0,4
closest_pair,24,0,5
closest_pair,12,0,6
closest_pair,6,0,7
